lat_depart,lon_depart,lat_destination,lon_destination,distance_km
36.809322,10.179358,33.884136,10.094565,368.097
36.179753,9.559004,33.113948,9.049259,359.224
36.359788,9.186615,34.370164,8.830219,262.26
36.357134,9.187085,36.839274,10.156318,122.251
36.813552,10.225647,36.871018,10.195859,9.581
36.812283,10.230362,36.83643,10.159505,8.656
36.661548,9.088345,36.048482,10.505294,173.568
36.180589,9.551274,36.814904,10.180139,96.064
36.798715,10.178059,35.677779,10.89358,150.891
36.855232,10.194871,36.82096,10.162745,6.353
36.76023,10.225899,35.929936,10.574675,112.683
35.930943,10.578089,36.359835,9.182737,156.683
36.362371,9.186158,36.723763,10.737887,169.682
36.834921,10.157493,35.673417,10.897192,148.449
36.844382,10.138414,35.274262,10.947822,206.6
36.894233,10.189557,36.844333,10.088101,13.861
36.878599,10.33393,36.651027,10.735262,48.549
36.871021,10.190928,36.797769,10.20433,10.696
36.814711,10.235232,36.801924,10.206928,3.756
35.673369,9.107036,36.822792,10.232385,174.542
34.921805,8.123556,33.320339,9.884143,283.789
36.834917,10.157815,34.429475,10.076311,317.454
36.816722,10.165487,36.760957,10.228833,10.97
36.876601,10.107795,36.79959,10.204563,14.537
36.829621,10.213418,36.846658,10.089195,14.515
36.861321,10.222837,36.80001,10.587933,38.286
36.861358,10.139668,35.504069,11.038153,180.117
36.88702,10.191324,36.796036,10.587641,41.122
34.92487,8.128661,36.362446,9.179679,210.908
36.507863,10.504702,35.676001,10.892173,115.146
36.807629,10.183895,36.788717,10.17127,2.923
34.373283,8.829494,36.798814,10.205404,323.887
33.316258,9.880882,36.725054,10.735808,405.992
34.436651,10.076871,36.796557,10.17438,283.44
36.877147,10.334666,36.836632,10.226808,12.728
33.316086,9.88464,35.281059,10.954206,286.349
36.668323,9.092744,34.743605,10.760854,289.869
36.800955,10.182562,36.880814,10.156291,11.494
36.874539,10.190541,36.052416,10.505736,112.637
36.815902,10.174106,36.789707,10.175285,3.893
33.318654,9.879879,36.834097,10.212529,461.668
36.655527,10.735571,36.81868,10.17105,61.314
36.881025,10.15863,35.67491,10.893801,156.727
36.667187,9.091255,36.78812,10.167726,113.288
37.27664,9.867555,36.797104,10.169925,73.612
36.890355,10.192321,36.473643,8.785195,153.519
36.800812,10.169972,36.819069,10.183773,2.792
36.928808,10.273241,36.664625,9.088253,123.614
33.323426,9.880387,36.872737,10.100179,411.027
34.378962,8.830058,34.918798,8.125559,93.363
36.755871,10.231672,36.820991,10.15464,13.919
36.407519,10.700808,36.810847,10.182289,74.208
36.048736,10.506641,36.87146,10.195922,104.17
34.375807,8.831895,36.817772,10.228139,315.539
35.500168,11.039733,36.560743,10.674608,129.406
36.791103,10.171595,36.833761,10.230688,9.094
36.827526,10.211691,36.861052,10.145493,9.327
36.756577,10.228022,36.923985,10.272223,21.202
36.827466,10.210373,34.349845,10.550774,294.616
36.735342,10.252024,32.934393,10.451272,453.61
35.676422,10.900454,36.88579,10.155171,161.913
36.410287,10.705519,36.465659,8.780248,199.969
36.758806,10.227061,36.874353,10.109612,19.618
36.648812,10.736037,35.668561,10.897442,118.566
36.556909,10.668852,36.843917,10.132128,65.673
36.835845,10.16147,36.808286,10.190943,4.985
35.926936,10.571998,36.868352,10.221249,126.893
36.81924,10.225846,35.505642,11.040061,192.156
35.672434,10.898188,36.815874,10.152158,153.118
35.280305,10.944571,36.563827,10.67773,165.482
33.119299,9.050248,34.741519,10.759253,273.136
34.738331,10.759362,34.346907,10.552091,54.182
36.928703,10.27363,34.739698,10.760022,276.448
36.837496,10.231691,35.674778,10.892544,167.661
36.872711,10.203866,36.861307,10.143759,6.57
36.474036,8.788519,33.116713,9.051985,447.067
33.879561,10.101587,34.429857,10.071612,73.489
36.87851,10.340872,35.6736,10.897204,161.876
36.64564,10.742307,36.732488,10.253633,51.469
36.820245,10.158189,36.852513,10.141597,5.138
36.802071,10.183901,36.840092,10.133314,7.717
36.840268,10.08896,34.346646,10.556849,307.029
36.821162,10.160078,36.662028,9.087248,104.804
36.81132,10.181176,36.815133,10.232327,5.638
36.86575,10.215625,35.283921,10.950665,203.698
36.798745,10.59344,36.845521,10.087968,53.458
36.817568,10.164392,36.799577,10.589708,46.769
36.406533,10.702406,36.925016,10.274891,84.607
36.476461,8.778792,36.728667,10.251388,156.334
34.344113,10.553759,36.790207,10.179084,305.08
36.864734,10.219014,36.828892,10.214312,5.575
36.797403,10.174931,35.505434,11.043946,175.565
36.662589,9.086825,36.786595,10.178083,115.372
36.853278,10.193219,33.118593,9.047619,499.933
36.507268,10.509819,36.927165,10.275685,60.743
36.88747,10.194026,35.928554,10.572641,127.046
35.677733,9.104829,36.880581,10.157374,186.73
36.508741,10.504046,36.840711,10.131214,59.275
35.679632,9.108634,36.88373,10.156138,178.496
36.474527,8.775552,33.320753,9.877453,403.707
36.737931,10.24985,36.889041,10.190527,20.505
36.865289,10.221044,36.882502,10.154461,7.505
37.276862,9.868173,34.922143,8.125312,343.444
36.727842,10.734803,36.870785,10.337055,41.967
36.802574,10.177236,36.818219,10.22724,6.143
36.884919,10.159459,32.934646,10.448718,500.208
35.925183,10.574985,36.478751,8.780537,198.224
36.836735,10.15623,34.926525,8.128595,297.798
36.83288,10.226839,34.432076,10.071763,307.436
33.120223,9.048737,36.882121,10.158604,465.853
34.346412,10.555851,36.503935,10.504199,277.209
35.676677,10.89651,36.811815,10.182701,159.15
36.047579,10.50943,36.890917,10.189437,111.239
35.926516,10.57011,34.356242,10.553862,206.113
34.350604,10.549776,36.877304,10.197495,300.656
36.725986,10.740763,36.813208,10.173985,59.813
36.806894,10.179557,36.83972,10.133159,7.155
36.471784,8.785901,36.836793,10.230303,148.0
36.790855,10.173685,34.349114,10.555014,284.782
35.282713,10.954926,36.823068,10.162362,214.621
36.819001,10.166827,36.893021,10.191123,10.574
34.439197,10.067256,36.814072,10.182199,302.904
36.884886,10.154231,35.672475,10.890719,178.901
37.273067,9.867713,36.854264,10.13808,60.946
33.317639,9.881638,36.828239,10.212534,459.097
36.8789,10.190978,36.925463,10.274663,11.612
36.892141,10.190491,36.794255,10.206869,14.832
36.849484,10.196909,35.503588,11.040885,183.407
36.799924,10.586755,36.808457,10.182061,40.477
36.832228,10.230524,36.800603,10.172563,8.448
35.669754,10.893269,36.872949,10.109744,166.461
36.890082,10.184556,36.861006,10.217566,5.978
36.645756,10.740202,36.663278,9.084688,173.175
36.408037,10.700666,36.843013,10.087809,92.735
34.739241,10.759636,32.930639,10.453346,221.874
36.844561,10.135199,34.427967,10.069169,310.783
36.807323,10.181546,37.271301,9.868316,68.979
35.281319,10.954062,36.873573,10.195004,206.907
35.504065,11.040853,35.672845,10.894765,26.633
36.792424,10.175092,36.814529,10.176965,3.016
36.841651,10.226588,36.865763,10.140586,11.134
36.850138,10.195436,34.429531,10.073936,280.494
35.930163,10.571014,34.37585,8.832372,247.275
34.429436,10.076645,34.371045,8.828238,135.964
36.764654,10.227916,34.37358,8.830641,338.542
36.510689,10.502493,36.857598,10.13865,58.202
36.849563,10.191094,36.802213,10.171983,6.901
36.724079,10.737914,35.92502,10.574068,105.291
36.556558,10.671256,36.830902,10.226666,56.739
36.406223,10.707121,32.928859,10.453524,434.149
36.405333,10.695856,37.272193,9.867132,138.782
36.809415,10.177989,36.470601,8.785901,146.855
36.650508,10.734972,36.404591,10.701169,30.936
33.321734,9.883537,36.791908,10.173587,445.078
36.735515,10.253148,36.66268,9.090802,123.483
36.844332,10.089429,36.850582,10.195013,12.297
34.922144,8.128412,36.353566,9.181342,202.29
32.929889,10.450095,35.281796,10.948844,318.961
36.176588,9.557768,36.833165,10.162313,95.117
36.848095,10.131464,35.287514,10.953205,210.913
36.809659,10.182216,36.65901,9.086783,113.352
33.878906,10.10125,36.801156,10.586624,378.61
33.318214,9.883709,34.927421,8.130309,284.128
36.924103,10.274529,36.356973,9.182089,123.304
35.49721,11.044338,36.796395,10.59551,179.444
36.727759,10.739326,36.797614,10.170849,57.994
36.848079,10.193534,36.644437,10.738407,61.085
35.927591,10.571384,36.359223,9.18081,144.128
36.790679,10.171751,37.275391,9.865845,69.605
33.118924,9.047873,36.875564,10.194789,469.558
36.867446,10.218961,36.507593,10.500142,50.962
36.85763,10.145247,36.556742,10.668785,63.986
36.820902,10.168009,36.410205,10.700431,73.548
36.732405,10.253033,36.889143,10.189031,21.879
36.924808,10.276398,36.815386,10.162763,17.69
34.346508,10.550391,34.921856,8.129002,276.854
36.726284,10.73497,34.737229,10.757048,244.823
36.734221,10.736524,36.788274,10.170883,58.326
36.361358,9.189714,36.786523,10.171653,107.305
36.470318,8.781287,36.80033,10.589429,182.111
36.179549,9.554989,36.832098,10.224249,108.141
35.673444,10.90081,36.830535,10.231683,153.919
35.922916,10.57383,36.764062,10.231035,108.706
36.65059,10.737809,36.80271,10.185095,59.365
36.842878,10.13537,36.050913,10.508601,113.2
35.674698,9.112348,36.862279,10.138567,175.926
36.821841,10.161646,36.846509,10.193412,5.203
34.74419,10.760643,33.880702,10.097272,132.936
34.919502,8.129235,36.816265,10.175821,297.023
36.859934,10.139398,36.875827,10.101256,5.165
35.283404,10.953845,35.672989,9.109453,187.143
35.503689,11.044247,36.661114,9.084186,231.512
36.181562,9.558415,36.04896,10.501589,97.369
36.894854,10.188472,35.673273,9.103789,182.583
36.838772,10.136115,36.730005,10.739636,62.269
36.872101,10.193236,36.819761,10.227568,7.951
36.473346,8.780176,36.560564,10.679093,181.957
32.935465,10.452043,36.794056,10.201468,457.992
36.047506,10.504266,36.796473,10.586842,95.576
36.869232,10.220692,36.889087,10.187235,4.906
36.869618,10.222783,36.788834,10.173851,12.573
36.563898,10.678704,36.797644,10.589201,31.292
36.88965,10.192623,36.824971,10.153528,9.728
36.824408,10.14901,36.925179,10.277957,18.448
32.929905,10.445235,36.870413,10.222749,492.923
36.182655,9.556906,36.736567,10.252626,95.157
36.649481,10.73893,36.661284,9.087342,161.986
36.723254,10.73302,33.118144,9.055496,501.431
33.878838,10.095851,34.372888,8.834742,142.156
36.798705,10.202586,36.815887,10.230389,4.273
36.83951,10.139518,34.921977,8.124677,330.602
36.801055,10.172212,36.474239,8.786082,151.968
36.798934,10.20501,36.765009,10.229727,5.46
36.355493,9.183451,36.80114,10.169778,113.104
36.856488,10.144528,36.473505,8.785105,142.561
36.760372,10.221908,36.836059,10.15575,13.565
36.819002,10.154858,36.787607,10.174554,4.964
36.80072,10.169938,33.1092,9.046134,492.372
36.73598,10.252943,36.866731,10.221514,19.302
34.372515,8.830991,35.673376,10.900285,267.586
36.82992,10.214203,36.865494,10.138993,10.945
34.429222,10.074523,36.833998,10.154667,292.718
34.369402,8.827911,36.805985,10.1797,336.33
36.783572,10.175645,36.831173,10.23245,9.385
36.811788,10.17731,34.344972,10.546324,315.985
35.285397,10.94876,36.892838,10.188888,223.996
36.884608,10.151846,36.875834,10.336755,18.96
36.874152,10.337937,36.829886,10.204279,15.244
33.116887,9.053263,36.786716,10.170341,456.157
36.873754,10.192093,36.72745,10.248777,21.054
36.927129,10.275876,36.833637,10.156771,20.47
36.876059,10.3364,36.872433,10.221544,12.361
33.319292,9.883915,36.183394,9.554749,352.276
35.670063,10.896251,36.871498,10.197496,164.838
36.761783,10.224762,36.852173,10.197228,14.413
36.812586,10.17804,36.820895,10.152625,3.397
36.87434,10.191706,36.509257,10.506153,55.647
36.736546,10.25607,36.471969,8.786102,147.244
36.825842,10.205602,36.819134,10.229156,2.844
36.818193,10.227668,36.732116,10.253398,12.073
36.660153,9.085527,35.277414,10.953362,244.79
32.9299,10.448716,36.480043,8.782877,497.913
36.50545,10.508465,36.81891,10.228134,47.405
33.888007,10.096445,34.433558,10.081622,71.955
32.933536,10.450522,36.834035,10.221632,472.147
36.822731,10.170769,36.800611,10.173165,3.024
36.874151,10.198556,36.891643,10.187604,2.792
36.472202,8.779714,36.053806,10.502679,189.141
36.874002,10.106705,36.818784,10.227801,15.49
36.824818,10.153099,36.887294,10.189411,10.509
36.807914,10.180262,36.728265,10.740833,57.815
34.430035,10.074718,36.876441,10.108504,283.799
36.87259,10.195258,32.932512,10.453102,498.62
35.675296,10.898732,36.180585,9.555845,152.55
36.888297,10.187464,36.816622,10.227336,10.698
36.826358,10.156318,36.661489,9.084243,102.357
36.872061,10.223624,36.83697,10.157068,9.74
36.651438,10.739216,34.3685,8.833326,347.976
36.823457,10.164296,32.930822,10.454604,500.918
36.357165,9.183188,36.835748,10.224541,113.846
34.368983,8.833024,35.674069,10.895349,254.242
36.179618,9.556828,36.807924,10.181824,102.632
35.675681,9.11031,36.407178,10.703194,187.825
33.118161,9.047919,36.665603,9.081936,452.405
36.665569,9.08834,36.854974,10.20056,117.387
34.925206,8.12585,36.51448,10.503803,298.408
36.867122,10.215135,35.679815,10.899163,174.124
35.932146,10.574868,35.66883,10.894702,48.151
35.929523,10.581857,36.473289,8.788529,184.656
36.848474,10.195128,34.430934,10.074295,294.64
36.800482,10.175302,36.845066,10.085877,11.246
36.860746,10.144057,33.318437,9.877926,435.911
34.427706,10.073122,32.928429,10.450026,189.513
36.80115,10.202204,36.661206,9.086632,110.115
36.805152,10.171146,35.925441,10.573962,115.549
34.372322,8.833522,33.880664,10.097346,142.496
33.109974,9.054142,35.935991,10.576184,385.614
36.407403,10.701242,34.919433,8.122359,298.491
36.786531,10.17982,35.928916,10.566396,119.793
33.120297,9.056312,36.875071,10.110063,489.692
36.822194,10.153384,36.831081,10.158335,1.646
36.664509,9.08409,34.741666,10.759137,285.36
32.929202,10.451413,36.878463,10.103377,513.896
36.179272,9.55285,36.878689,10.341191,124.54
36.892505,10.189107,36.182001,9.559894,105.114
34.372725,8.824785,36.804345,10.178367,352.191
36.753841,10.230481,36.666196,9.093292,117.861
34.74161,10.758742,36.880817,10.155543,283.433
36.732544,10.252998,36.660863,9.085364,119.62
36.663343,9.086918,36.894417,10.19091,121.674
34.925555,8.11862,36.885768,10.152508,327.52
36.653397,10.73851,36.859625,10.13753,68.855
36.838886,10.138606,36.845667,10.193685,6.232
36.799197,10.201054,35.675241,10.891363,154.527
36.799582,10.203023,36.409524,10.704464,70.911
36.798077,10.591327,36.875086,10.108123,54.05
35.92379,10.572161,35.504479,11.043984,71.009
34.371151,8.83798,36.862317,10.143566,333.538
34.739818,10.75538,36.80051,10.206986,259.963
36.805027,10.180651,36.930847,10.275216,19.629
36.553629,10.674928,35.678246,9.106256,192.902
36.555068,10.67875,34.369383,8.826127,328.271
34.923464,8.125042,36.819321,10.167815,301.244
36.888344,10.187721,36.78159,10.175675,16.799
36.559846,10.671152,36.73212,10.738863,24.974
35.508641,11.040614,36.048813,10.504713,93.74
36.560179,10.679357,36.40889,10.70842,20.573
36.863681,10.147505,36.662761,9.089407,112.622
36.881947,10.15485,36.844559,10.093943,8.97
36.648217,10.741861,36.833993,10.228409,54.833
36.650757,10.741384,35.278409,10.948329,174.463
37.271501,9.861876,36.838668,10.131224,66.109
36.181449,9.560201,34.429365,10.077035,219.697
35.674015,10.898407,36.64761,10.737032,124.396
36.740342,10.25326,36.794496,10.58879,34.891
36.826948,10.159343,33.878491,10.101823,372.378
36.816293,10.231553,36.874255,10.10981,16.497
34.346432,10.55125,36.930839,10.279256,339.332
34.352142,10.558274,36.805337,10.171484,322.286
35.506093,11.040611,36.72958,10.735996,146.844
33.117972,9.05236,36.863309,10.21803,463.502
36.830211,10.231318,36.187058,9.555198,99.753
36.927479,10.272547,36.799148,10.173887,20.202
36.050652,10.506983,36.862091,10.219891,98.265
33.314244,9.88261,36.882155,10.191503,424.009
36.827576,10.210198,36.857721,10.138193,8.898
35.49836,11.046976,36.651235,10.739035,148.904
36.840525,10.135888,36.891481,10.192049,9.136
36.401433,10.699754,33.318752,9.885683,370.606
36.845199,10.131625,36.882483,10.147486,5.663
36.869356,10.223087,36.925382,10.275658,10.529
35.67399,10.895351,34.43326,10.076101,172.605
36.841927,10.230354,36.557287,10.676766,65.282
33.315081,9.882197,36.646755,10.734348,437.349
36.836736,10.133935,36.788731,10.172943,8.875
36.880082,10.340018,36.877387,10.101941,26.896
36.79808,10.206662,36.809061,10.178497,3.837
36.355962,9.184452,36.804374,10.179408,105.942
36.801448,10.201868,35.674412,10.892324,155.798
35.931723,10.572046,33.117281,9.049099,362.155
36.808944,10.227496,36.808018,10.181884,5.024
33.317902,9.880312,36.732772,10.745875,429.494
36.848059,10.136049,33.120445,9.049474,485.727
36.865614,10.222228,36.926359,10.276205,10.774
36.870061,10.193834,36.732221,10.252815,18.816
36.861809,10.22764,34.429225,10.075048,287.7
36.466788,8.783604,35.676918,10.896297,237.486
36.814348,10.230987,33.125645,9.052891,473.289
36.826797,10.205567,36.874381,10.193623,7.62
33.320439,9.883756,36.848558,10.19338,425.875
36.881008,10.107026,36.852946,10.190715,10.234
36.761297,10.23222,36.186821,9.554932,99.753
36.789991,10.17438,36.755616,10.22765,8.398
36.809829,10.182103,32.930842,10.449332,477.635
36.875686,10.103197,34.433246,10.075634,291.633
36.886288,10.154346,36.782479,10.177261,15.422
36.832728,10.162129,36.820288,10.164899,2.065
34.347282,10.548657,36.800953,10.166136,290.807
36.84419,10.091228,36.801526,10.206712,15.224
36.729758,10.742037,35.670158,10.903134,135.116
35.928099,10.573409,35.499105,11.044077,77.802
36.852457,10.192353,36.869902,10.220592,3.84
36.851392,10.196252,36.402898,10.70049,77.949
35.926007,10.575618,35.671274,9.104397,142.622
36.844416,10.133748,36.511798,10.50456,60.534
36.04769,10.501191,36.661009,9.090036,150.729
36.81352,10.179658,36.806975,10.184783,1.182
34.741797,10.758164,36.836038,10.093376,260.696
36.504286,10.510287,36.735975,10.252982,41.605
36.806208,10.178711,36.874613,10.33698,19.702
36.645526,10.736868,34.374812,8.830968,330.923
36.83503,10.165854,34.347208,10.548342,325.849
36.883542,10.340394,35.500578,11.043739,184.934
36.471905,8.788316,36.662634,9.088126,41.617
36.922247,10.270048,36.892873,10.191121,9.695
36.874629,10.106116,36.402495,10.703956,84.354
36.729931,10.740347,35.502401,11.038061,155.409
36.798574,10.207638,36.819624,10.153245,7.133
34.43136,10.077202,36.475642,8.780634,282.93
36.874701,10.107008,36.892932,10.189778,10.279
36.657721,9.083879,36.35608,9.178021,41.279
36.820079,10.228939,36.871687,10.19234,9.155
36.826231,10.212021,36.359611,9.181177,119.25
35.670874,10.895846,36.838422,10.15166,151.139
36.796179,10.587911,36.403843,10.702953,57.101
36.794963,10.586594,36.045246,10.501234,92.55
36.818265,10.22534,35.283091,10.950778,211.468
35.280968,10.94605,36.823904,10.151621,197.821
37.270732,9.863377,36.668112,9.084983,110.784
36.801401,10.173851,36.804672,10.179541,0.874
36.800418,10.1832,36.887132,10.193529,12.65
35.503559,11.039402,37.272661,9.860958,251.445
36.052837,10.50172,36.841707,10.129989,105.897
36.795914,10.592591,36.873637,10.188305,42.795
36.818581,10.230648,36.88691,10.187031,11.323
36.856791,10.144383,36.801989,10.585937,48.943
36.782283,10.17077,36.874817,10.33434,21.683
35.673331,9.105119,34.351412,10.554182,228.615
35.673213,10.892383,36.79361,10.209086,151.692
34.738876,10.75947,34.351243,10.551989,52.255
36.80311,10.172353,35.502287,11.040015,190.508
36.930235,10.275175,36.803094,10.205537,18.822
36.050683,10.5068,35.92499,10.574647,18.53
34.923614,8.131342,36.864457,10.224071,314.35
36.404837,10.701699,33.318077,9.879523,411.627
36.65583,10.744112,35.282762,10.946512,169.045
34.430109,10.069313,36.725663,10.734988,308.308
35.92488,10.575796,36.832578,10.226406,121.055
37.270259,9.859831,36.045354,10.505687,155.139
36.883408,10.186911,35.502339,11.037302,193.337
36.844714,10.093213,35.669634,9.105926,173.22
36.512304,10.508941,36.18091,9.553632,98.54
36.859047,10.141177,36.880097,10.104413,5.325
36.890031,10.19407,36.876104,10.336117,15.876
36.798948,10.589884,36.893697,10.188699,45.929
36.181459,9.554454,34.923255,8.127122,211.286
35.675962,10.897258,36.798852,10.591657,141.34
37.275924,9.86629,36.876772,10.104269,58.809
36.824703,10.229095,36.760661,10.226211,9.149
35.932751,10.569209,34.374575,8.83487,247.257
33.123597,9.045232,36.812825,10.226702,500.578
36.8365,10.134747,36.730061,10.254415,20.214
36.789315,10.173431,33.879363,10.094343,338.546
36.878319,10.341424,34.429276,10.076818,316.617
37.27346,9.864037,36.788039,10.175656,75.412
35.669792,9.112197,36.854817,10.191396,193.361
35.282755,10.948929,36.812277,10.223536,207.069
36.560187,10.669697,35.673671,9.108585,194.541
36.831594,10.160652,36.354519,9.183209,111.39
34.91873,8.126079,33.879945,10.10243,231.793
36.874598,10.341738,36.87704,10.191799,17.972
36.652437,10.738745,36.809429,10.188666,58.776
36.352172,9.182693,36.863471,10.219751,112.731
36.666694,9.084035,36.735815,10.253896,113.566
36.820798,10.164842,36.847467,10.187672,4.25
32.936597,10.450545,36.730037,10.257127,436.162
36.402962,10.696593,34.344549,10.553818,268.473
36.927799,10.272615,36.81086,10.177106,17.809
36.871949,10.3383,36.839892,10.132851,22.362
36.801722,10.176213,36.834845,10.214287,6.372
33.321166,9.881197,36.755085,10.219713,422.978
34.739634,10.765062,35.923066,10.578832,139.249
36.804889,10.596074,36.874584,10.33828,28.016
36.734428,10.24758,36.874215,10.198141,18.428
34.437756,10.075782,36.842204,10.133069,284.951
35.9306,10.57413,36.825448,10.163724,114.113
36.810658,10.181091,36.833217,10.228051,5.919
36.795367,10.174276,36.892043,10.190951,14.218
36.799999,10.204771,36.048772,10.502174,98.839
36.760632,10.224817,36.890871,10.191102,18.307
35.93,10.570272,36.835063,10.228461,119.492
36.879085,10.149692,36.810485,10.179841,10.231
37.27427,9.868474,36.867998,10.228398,66.055
36.796239,10.204356,36.665631,9.090365,110.641
35.673583,10.896455,36.758571,10.224428,151.569
36.651546,10.737878,36.726565,10.736537,10.934
36.655927,9.089185,36.887347,10.190619,112.73
36.560119,10.678736,36.921368,10.271961,66.55
34.368134,8.829479,36.659386,9.089351,269.819
36.814539,10.226928,36.652577,10.733508,56.447
36.92634,10.274441,32.928294,10.453407,475.899
36.826645,10.212922,36.927275,10.279913,16.297
35.674396,9.105048,35.925137,10.576784,154.216
36.794083,10.585744,33.314858,9.881194,403.556
36.889684,10.155907,36.875836,10.192031,4.452
33.118696,9.042453,36.875608,10.339037,485.551
37.273016,9.866581,36.472226,8.789103,143.28
36.762846,10.230462,36.178751,9.558071,101.365
35.504312,11.040145,36.835476,10.214728,188.691
36.852478,10.19168,36.838932,10.090741,12.348
34.371363,8.830034,37.280255,9.860084,396.333
32.931857,10.450258,36.875677,10.1959,473.404
36.803562,10.171369,36.874244,10.330901,18.164
36.795111,10.586222,36.809356,10.181351,41.091
36.553493,10.674425,36.808599,10.182211,59.708
36.362835,9.184256,32.931204,10.447685,424.08
36.847908,10.090263,34.347349,10.553893,310.343
36.82963,10.212886,36.819591,10.158671,6.897
36.861864,10.142044,32.930857,10.452959,464.065
37.277828,9.867257,36.799505,10.17525,68.045
36.876083,10.106871,36.819587,10.230551,15.416
36.882176,10.15017,36.815442,10.17132,9.34
36.666688,9.083237,36.835204,10.159944,109.563
36.869881,10.224389,36.876681,10.195739,3.493
36.856813,10.142743,36.875952,10.199178,7.314
36.855225,10.140935,36.729006,10.24975,19.901
36.876314,10.193621,36.736832,10.250279,17.988
36.878207,10.110395,36.883085,10.152845,4.977
34.736344,10.762247,34.431452,10.076235,80.917
36.822517,10.162911,36.811651,10.181745,2.504
36.885961,10.186215,36.837971,10.229456,8.577
36.871397,10.222103,36.824458,10.154574,10.749
36.882552,10.160723,35.923295,10.576503,125.67
36.871638,10.115352,36.799463,10.592713,47.413
36.668149,9.084313,33.322298,9.88142,441.044
36.799011,10.201871,36.869625,10.220252,10.43
36.833594,10.159297,36.800135,10.200731,6.504
36.736474,10.254678,36.929601,10.277201,23.641
33.880663,10.099918,36.047237,10.502806,275.35
36.805122,10.591807,36.80342,10.173082,43.122
36.411073,10.700113,36.559581,10.674243,18.721
36.832721,10.156093,33.882139,10.099095,361.37
36.824566,10.215818,36.847012,10.091262,14.328
33.319632,9.888049,36.827445,10.216164,468.128
36.04762,10.503745,32.931536,10.45247,381.361
36.726158,10.736785,36.861472,10.136853,63.086
36.508731,10.507131,36.814397,10.232316,50.182
36.892721,10.191217,35.504797,11.046819,195.331
36.839896,10.13535,36.836315,10.227054,10.859
35.500407,11.04225,33.320489,9.880658,300.2
34.4307,10.075017,36.790737,10.17158,288.481
34.922208,8.120408,36.357395,9.184936,197.09
36.809467,10.181363,36.877525,10.095676,13.753
36.755554,10.226896,34.434053,10.072722,279.865
34.737733,10.75863,36.758979,10.226105,250.734
36.80043,10.202467,33.322161,9.88251,415.4
34.350389,10.552527,36.872436,10.103441,321.27
36.853139,10.140143,36.844889,10.091073,5.57
36.872198,10.196169,36.878402,10.106344,9.677
36.828917,10.229658,36.55871,10.670446,54.114
36.758484,10.219975,36.788145,10.175013,6.737
36.812135,10.180873,36.830423,10.212142,4.336
36.507771,10.510519,33.318716,9.881481,412.729
36.799763,10.168416,36.863878,10.140999,9.403
36.817819,10.16202,33.114662,9.05473,446.362
36.654267,10.735483,36.81825,10.16955,61.81
36.873888,10.336306,36.874916,10.107062,22.502
36.803031,10.178866,37.270948,9.864773,64.737
36.817858,10.228169,36.8683,10.215115,7.298
36.929174,10.272415,35.285965,10.95141,221.446
35.671422,10.89582,36.928397,10.276853,164.415
36.889377,10.186739,34.920114,8.129184,335.128
34.432241,10.069728,34.741116,10.759541,77.823
36.806928,10.181639,34.347998,10.552013,309.363
36.759972,10.22669,36.817144,10.231932,8.544
36.187096,9.556722,36.814044,10.178486,99.152
36.932333,10.272597,36.787691,10.173322,22.714
36.820881,10.16693,36.7907,10.171117,4.367
36.825175,10.210618,35.928629,10.575904,116.044
36.799498,10.586293,36.361877,9.182334,138.244
36.840809,10.130372,35.503693,11.044262,198.482
36.873976,10.332918,36.406901,10.701976,74.4
36.047828,10.505157,36.830542,10.209239,100.411
36.660213,9.086198,36.477939,8.781207,39.668
36.830703,10.16118,33.113033,9.056188,478.831
36.825459,10.153118,36.869595,10.109189,7.524
36.847846,10.088032,32.927443,10.452137,509.356
32.938445,10.446803,36.511681,10.508168,456.525
35.933264,10.574242,36.845363,10.087312,130.644
36.511356,10.506366,36.657002,10.738178,30.895
36.727322,10.735377,36.825612,10.159263,64.166
35.672345,9.104502,36.555579,10.671676,201.301
36.726921,10.736628,36.832268,10.154289,65.714
36.503328,10.506201,36.81513,10.226585,51.21
36.923232,10.269364,36.650197,10.738506,58.062
36.844067,10.135994,36.824993,10.155048,3.433
36.829078,10.212825,34.431819,10.077066,300.255
34.351368,10.552907,35.284581,10.950518,117.268
34.922678,8.125669,36.874429,10.101132,316.164
36.792391,10.59427,36.806573,10.180223,40.957
36.408056,10.698294,36.892436,10.191633,81.406
36.472318,8.787413,36.849064,10.19085,145.515
36.818254,10.153508,36.847508,10.090629,7.707
35.498051,11.039856,36.825304,10.20893,174.966
36.561513,10.67692,36.798518,10.58832,32.601
36.823176,10.155765,36.796744,10.205254,6.865
36.812126,10.17911,36.735123,10.255494,14.92
36.723619,10.739588,36.86118,10.139268,63.221
34.434474,10.074521,35.928875,10.571942,201.371
34.369991,8.830157,36.837141,10.159672,332.93
36.87719,10.190919,35.670477,10.896567,164.57
36.845261,10.090192,36.788768,10.17583,13.193
36.042099,10.506105,35.671798,10.892705,58.605
36.874454,10.342725,36.796763,10.206834,18.785
36.559632,10.677671,36.799197,10.177175,58.749
36.47528,8.787155,36.926642,10.275183,157.328
36.650949,10.739242,36.87705,10.154631,64.252
36.885151,10.158623,35.924401,10.577175,135.277
36.182013,9.555112,36.832212,10.229716,102.579
34.367573,8.83277,35.675035,9.113464,168.619
36.50694,10.502002,36.184231,9.559387,101.383
36.359091,9.183215,34.436447,10.077214,246.458
